Word,Length,LgSUBTLWF,OLD
frames,6,2.045,1.8
framework,9,1.322,3.8
framing,7,1.887,1.9
Fran,4,,1.6
franc,5,1.623,1.75
France,6,3.14,1.65
Frances,7,2.378,1.8
France's,8,,
franchise,9,2.086,3.25
franchisement,13,,5.1
franchises,10,1.431,3.5
Francis,7,2.943,2.2
Franciscan,10,1.146,4.2
Franciscans,11,0.477,4.55
Francisco,9,3.111,3.45
Francisco's,11,,
Franco,6,1.968,1.85
francs,6,2.418,1.7
frank,5,3.91,1.6
franker,7,,1.95
frankest,8,,2.65
Frankfort,9,0.602,3.6
Frankfurt,9,1.681,3.6
frankfurter,11,1.079,4.35
frankfurters,12,1.146,4.8
Frankfurter's,13,,
Frankie,7,,2.6
frankincense,12,1.114,5.35
Franklin,8,2.742,3.25
Franklin's,10,,
frankly,7,2.997,2.55
frankness,9,1.23,2.95
franks,6,2,1.8
Fran's,6,,
frantic,7,2.068,2.6
frantically,11,1.398,3.15
frappe,6,0.778,2.3
fraternal,9,1.255,3.3
fraternities,12,1.041,4.6
fraternity,10,2.236,3.65
fraternize,10,1.23,3.8
fraternized,11,,4.4
fratricide,10,,4.15
fraud,5,2.71,1.9
frauds,6,1.613,2.25
fraud's,7,,
fraudulence,11,,4.65
fraudulent,10,1.279,4.35
fraught,7,1.556,2.3
fraulein,8,1.785,3.85
fray,4,1.69,1.55
frayed,6,1.38,1.85
frazzle,7,0.845,2.55
frazzled,8,1.38,2.6
freak,5,3.273,1.75
freakish,8,1.415,2.9
freaks,6,2.626,1.8
freaky,6,2.408,1.85
freckle,7,1.491,2.5
freckled,8,0.845,2.6
freckles,8,2.009,2.65
Fred,4,3.337,1.45
Fredericksburg,14,,7.9
Fred's,6,,
free,4,3.957,1.6
freebie,7,1.623,2.9
freeboard,9,,3.3
freebooters,11,0.477,4.55
freeborn,8,0.778,3.15
freed,5,2.281,1.45
freedman,8,1.633,2.65
freedmen,8,0.699,2.8
freedom,7,3.228,2.8
freedoms,8,1.663,3
freedom's,9,,
freedwoman,10,,3.8
freehand,8,0.699,2.9
freeholder,10,,3.7
freeholders,11,0.477,4
freeing,7,1.672,1.95
freelance,9,2.037,3.55
freeload,8,,3.05
freeloader,10,0.954,3.7
freely,6,2.334,2
freeman,7,2.114,2.45
freeman's,9,,
Freemason,9,1.041,3.75
freer,5,1.279,1.8
frees,5,1.544,1.6
freest,6,0.699,1.95
freestanding,12,0.699,4.45
freestyle,9,1.756,3.85
freethinker,11,0.301,4.55
freethinkers,12,0.699,4.6
freeway,7,2.452,2.75
freeways,8,1.518,3.05
freewheel,9,,3.85
freewheelers,12,,5.3
freewill,8,0.778,3.5
freeze,6,3.215,1.8
freezer,7,2.422,2.1
freezers,8,1.23,2.55
freezes,7,1.903,2.3
freezing,8,2.833,2.2
freight,7,2.295,2.15
freighter,9,2.041,2.7
freighters,10,1.114,3.25
freightliner,12,,4.75
freights,8,0.602,2.5
freight's,9,,
French,6,3.549,1.85
Frenchman,9,2.19,3.25
Frenchman's,11,,
Frenchmen,9,1.833,3.1
Frenchwoman,11,1.041,4.5
frenetic,8,0.602,3.35
frenzied,8,1.23,2.95
frenziedly,10,,4.65
frenzy,6,2.017,2.6
frequencies,11,1.982,4.25
frequency,9,2.529,3.4
frequent,8,2.149,2.7
frequented,10,1.146,3.1
frequently,10,2.225,3.55
fresco,6,1.255,2.45
frescoed,8,,2.75
frescoes,8,0.778,2.75
frescos,7,0.602,2.7
fresh,5,3.444,1.95
freshen,7,2.121,2.65
freshened,9,0.903,3.15
freshly,7,1.857,2.8
freshman,8,2.575,2.6
freshmen,8,1.968,2.65
freshness,9,1.477,3.1
freshwater,10,1.556,3.8
Fresno,6,1.724,2.7
fret,4,1.982,1.85
fretted,7,,2.05
fretting,8,1.23,2
Freud,5,2.364,1.8
Freudian,8,1.716,3.5
Freud's,7,,
friar,5,1.949,1.85
friars,6,0.903,2.2
friary,6,,2
fricassee,9,1,3.9
fricative,9,,3.25
friction,8,1.806,2.25
frictional,10,,3.05
frictions,9,0.477,2.5
Friday,6,3.386,2.5
Fridays,7,1.94,2.85
Friday's,8,,
fridge,6,2.702,1.85
fried,5,2.715,1.65
Friedrich,9,,4.25
friend,6,4.33,1.85
friendless,10,1.398,3.45
friendlier,10,1.301,3.75
friendlily,10,,3.85
friendliness,12,0.845,4.4
friendly,8,3.123,2.8
friends,7,4.192,2.45
friend's,8,,
friendship,10,3.066,4.3
friendships,11,1.857,4.65
fries,5,2.776,1.6
frieze,6,0.477,2.1
friezes,7,0.301,2.4
frigate,7,1.279,2.5
fright,6,2.152,1.7
frighten,8,2.512,2.4
frightened,10,3.075,3.15
frightening,11,2.47,3.4
frighteningly,13,1.146,5.1
frightful,9,1.778,3.35
frightfully,11,1.74,3.65
frigid,6,1.857,2.65
frigidity,9,0.602,3.35
frills,6,1.301,1.85
frilly,6,1.23,1.9
fringe,6,1.935,1.85
fringed,7,0.602,1.85
Frisbee,7,1.982,3
frisk,5,1.903,1.85
frisky,6,1.94,2
fritter,7,1.204,1.9
fritters,8,1,2.3
frivolity,9,1,3.55
frivolous,9,1.792,3.85
frizz,5,0.477,2.3
frizzled,8,0.301,2.5
frizzling,9,,2.9
frizzy,6,1.279,2.1
frock,5,1.643,1.85
frog,4,2.781,1.8
froggy,6,1.491,2.35
frogman,7,0.903,2.9
frogs,5,2.238,1.95
frolic,6,1.633,2.6
frolicking,10,1.114,3.5
frolics,7,0.903,2.85
frolicsome,10,0.301,4.65
from,4,5.017,1.9
frond,5,0.477,1.9
front,5,3.967,1.8
frontage,8,1.041,2.85
frontal,7,1.987,2.75
fronted,7,1.362,1.95
frontier,8,2.225,2.8
frontiers,9,1.204,3.3
frontiersman,12,0.301,5.3
frontiersmen,12,0.477,5.45
fronts,6,1.681,1.9
frost,5,2.391,1.85
frostbite,9,1.663,3.8
frosted,7,1.623,1.95
frosting,8,1.863,2.2
frosts,6,0.699,1.85
frost's,7,,
frosty,6,2.086,2.05
froth,5,1.041,1.9
frothier,8,0.301,2.8
frothing,8,1.146,2.45
frothy,6,1.114,2.5
frown,5,2.021,1.7
frowned,7,1.342,1.9
frowning,8,1.415,1.85
frowningly,10,,3.7
frowns,6,1.279,1.85
frowzy,6,0.477,2.45
froze,5,2.337,1.95
frozen,6,2.894,2.55
frugal,6,1,2.7
frugality,9,,3
frugally,8,,3.05
fruit,5,3.045,1.9
fruitcake,9,2.025,3.9
fruitful,8,1.681,3
fruitfully,10,,3.45
fruitfulness,12,,4.2
fruition,8,1.255,2.75
fruitless,9,1.38,2.9
fruitlessly,11,0.301,4.25
fruits,6,2.158,2
fruity,6,1.826,2.3
frump,5,0.903,1.85
frumpy,6,1,2.25
frustrate,9,1.176,3.15
frustrated,10,2.408,3.6
frustrating,11,2.104,3.55
frustration,11,2.185,3.25
frustrations,12,1.431,3.6
fry,3,2.632,1.6
fryer,5,1.532,1.8
fuchsia,7,1.38,3.75
fudge,5,2.269,1.85
fuel,4,2.943,1.75
fueled,6,1.699,1.95
fuels,5,1.462,1.85
fugitive,8,2.423,3.05
fugitives,9,1.74,3.6
fugue,5,1.447,2.25
fuhrer,6,1.935,2.85
Fuji,4,1.301,2.15
Fulbright,9,,3.7
fulcrum,7,1.041,3.75
fulfill,7,2.301,3.1
fulfilled,9,2.164,3.45
fulfilling,10,1.881,3.65
fulfillment,11,1.724,4.6
fulfills,8,0.954,3.6
full,4,3.93,1.25
fullback,8,1.362,3.4
fullbacking,11,,4.25
fuller,6,2.384,1.9
fullest,7,1.708,2.5
fullness,8,1.398,2.8
fully,5,2.945,1.6
fulminate,9,0.301,2.7
fulminating,11,0.301,3.35
Fulton,6,,2.55
fumble,6,1.613,1.65
fumbled,7,1.398,1.7
fumbling,8,1.204,2.2
fume,4,1.114,1.75
fumed,5,0.477,1.8
fumes,5,2.167,1.85
fumigate,8,0.903,2.85
fumigation,10,0.778,2.95
fuming,6,1,1.95
fun,3,4.08,1.3
function,8,2.753,2.2
functional,10,2.146,2.85
functionalism,13,,4.1
functionalist,13,,4.15
functionally,12,0.699,3.85
functioned,10,1.23,3.35
functioning,11,2.155,3.6
functions,9,2.305,2.45
fund,4,2.734,1.65
fundamental,11,2.225,4.15
fundamentalism,14,0.477,5.25
fundamentalist,14,1.431,5.25
fundamentally,13,1.633,4.9
fundamentals,12,1.447,4.55
funding,7,2.212,1.9
funds,5,2.529,1.9
fund's,6,,
funeral,7,3.229,2.5
funerals,8,2.217,2.8
funereal,8,0.301,2.9
funfair,7,0.602,3.2
fungal,6,1.204,2.65
fungi,5,1,2
fungicide,9,0.602,3.7
fungicides,10,0.301,4.05
fungus,6,2.053,2.7
funk,4,2.209,1.4
funky,5,2.415,1.9
funnel,6,1.756,2.1
funneled,8,0.954,2.75
funnels,7,0.954,2.45
funnier,7,2.111,2.75
funniest,8,2.173,2.95
funny,5,4.046,1.7
fur,3,2.626,1.55
furbish,7,,2.7
furbishing,10,,3.2
furies,6,1.255,1.85
furious,7,2.487,2.45
furiously,9,1.146,3.05
furl,4,0.845,1.65
furled,6,0.699,1.85
furlong,7,1.505,2.75
furlongs,8,1.079,2.9
furlough,8,1.556,3.3
furloughed,10,0.301,3.9
furnace,7,2.143,2.8
furnaces,8,1.301,2.85
furnace's,9,,
furnish,7,1.69,2.3
furnished,9,1.799,2.55
furnishes,9,0.903,2.65
furnishing,10,1.114,2.95
furnishings,11,1.398,3.7
furniture,9,2.886,3.6
furor,5,0.845,1.95
furrow,6,0.778,2.1
furrowed,8,0.699,2.6
furrows,7,0.845,2.4
furry,5,2.09,1.75
furs,4,1.914,1.7
further,7,3.43,2.6
furthered,9,0.699,2.85
furthering,10,0.845,3
furthermore,11,2.167,4.65
furthermost,11,0.477,4.2
furtive,7,1.23,2.5
furtively,9,0.477,3.75
fury,4,2.292,1.65
fuse,4,2.396,1.65
fused,5,1.544,1.75
fuselage,8,1.724,3.75
fuses,5,1.771,1.65
fusing,6,0.845,1.8
fusion,6,2.127,2.4
fuss,4,2.562,1.6
fussily,7,,2.75
fussing,7,1.748,1.95
fussy,5,1.903,1.85
fusty,5,0.301,1.7
futile,6,1.919,2.45
futility,8,1.415,2.7
future,6,3.723,2.3
futurism,8,,3.3
futurist,8,0.301,2.9
futuristic,10,1.255,3.8
fuzz,4,1.982,1.85
fuzzed,6,,2.3
fuzzy,5,2.474,2.1
gab,3,1.556,1.25
gabble,6,0.845,1.65
gabbling,8,0.477,2.35
gable,5,1.748,1.5
gables,6,1.518,1.7
Gabriel,7,2.465,2.95
Gabrielle,9,,3.8
Gabriel's,9,,
gadfly,6,0.602,2.65
gadget,6,2.097,2
gadgetry,8,0.602,3.45
gadgets,7,1.857,2.55
Gaelic,6,1.342,2.85
gaff,4,1.518,2
gaffer,6,1.255,2.1
gag,3,2.558,1
gaga,4,1.724,1.75
gage,4,2.111,1.15
gages,5,0.301,1.35
gagged,6,1.643,1.55
gagging,7,1.477,1.7
gaggle,6,1.38,1.75
gaging,6,,1.6
gags,4,1.771,1.35
gagwriters,10,,4.25
gaieties,8,,2.85
gaiety,6,1.38,2.45
gaily,5,1.301,1.95
gain,4,2.846,1.35
gained,6,2.423,1.8
gainer,6,0.699,1.85
gainers,7,0.477,2.05
Gainesville,11,,5.35
gainful,7,0.845,2.8
gaining,7,2.288,1.9
gains,5,1.892,1.65
gait,4,1.23,1.8
gaited,6,0.301,1.85
gal,3,2.861,1.25
gala,4,1.959,1.75
galactic,8,1.756,3.25
Galahad,7,2.009,3.35
Galapagos,9,,4.7
galaxies,8,1.699,2.9
galaxy,6,2.531,2.8
gale,4,2.4,1
Galilee,7,1.342,2.9
gall,4,2.009,1.15
gallant,7,2.225,2.4
gallantry,9,1.505,3.6
gallants,8,0.845,2.8
gallbladder,11,1.58,4.75
galled,6,0.477,1.75
galleon,7,1.23,2.45
galleries,9,1.716,2.95
gallery,7,2.639,2.45
gallery's,9,,
galley,6,1.919,1.75
galleys,7,1.415,2.05
gallivant,9,0.301,3.8
gallon,6,2.068,1.85
gallons,7,2.274,2.1
gallop,6,1.69,1.85
galloped,8,0.477,2.55
galloping,9,1.732,2.8
gallows,7,1.964,1.9
galls,5,1.204,1.65
gallstone,9,0.845,3.2
gallstones,10,1.041,3.6
gallup,6,1.505,2.55
galore,6,1.58,2.35
galoshes,8,1.544,2.95
gals,4,2.223,1.5
galvanic,8,0.778,3.4
galvanism,9,,3.45
galvanize,9,0.699,3.75
galvanizing,11,0.778,4.2
Galveston,9,,3.85
gambit,6,1.301,2.5
gambits,7,0.301,2.75
gamble,6,2.66,1.65
gambler,7,2.371,1.8
gamblers,8,1.892,2.5
gambles,7,1.23,1.75
gambling,8,2.928,2.15
game,4,4.077,1.3
gamebird,8,,3.6
gamecock,8,,3.9
gamekeeper,10,1.079,4.15
games,5,3.36,1.65
game's,6,,
gamesman,8,,2.9
gaming,6,2.121,1.75
gamma,5,2.255,1.95
gamut,5,1.146,2.25
gander,6,1.748,1.7
gang,4,3.187,1.5
Ganges,6,1.079,1.85
gangland,8,1.447,2.85
ganglion,8,0.699,3.35
gangplank,9,1.322,3.9
gangrene,8,1.672,3.6
gangs,5,2.346,1.65
gang's,6,,
gangster,8,2.436,2.8
gangsters,9,2.152,2.95
gangway,7,2.068,2.9
gantry,6,1.204,2.3
gap,3,2.34,1.05
gape,4,0.602,1.2
gaped,5,,1.75
gaping,6,1.633,1.75
gaps,4,1.556,1.4
garage,6,3.143,1.85
garaged,7,,2.05
garages,7,1.38,2
garb,4,1.23,1.85
garbage,7,3.124,2.55
garbed,6,,1.9
garble,6,,1.65
garbled,7,1.672,1.9
garden,6,3.132,1.85
gardened,8,0.301,2.35
gardener,8,2.332,2.5
gardeners,9,1.447,2.75
gardenia,8,1.079,2.7
gardenias,9,1.415,3.2
gardening,9,2.093,2.7
gardens,7,2.316,2.05
gargantuan,10,1.279,4.95
gargle,6,1.491,1.85
gargoyle,8,1.447,3.7
garish,6,1.079,1.9
garishness,10,0.699,3.5
garland,7,2.049,2.55
garlanded,9,,3
garlic,6,2.487,2.85
garment,7,1.857,2.3
garments,8,1.602,2.7
garner,6,1.792,1.85
garnet,6,1.708,1.9
garnish,7,1.447,2.25
garret,6,2.033,1.95
garrison,8,2.369,3.1
garrisoned,10,0.477,3.85
garrulous,9,0.778,3.8
garter,6,1.833,1.85
Gary,4,3.097,1.7
gas,3,3.539,1.3
gaseous,7,1.041,2.85
gases,5,1.58,1.5
gash,4,1.556,1.25
gashes,6,0.954,1.75
gasket,6,1.544,1.85
gaskets,7,1.114,2.1
gasket's,8,,
gaslight,8,1.255,2.7
gaslights,9,0.301,3.15
gasman,6,0.845,2.4
gasmask,7,,3.15
gasoline,8,2.524,2.9
gasp,4,1.949,1.6
gasped,6,1.114,1.8
gasping,7,2.344,1.8
gaspingly,9,,3.45
gasps,5,2.673,1.8
gassed,6,1.58,1.8
gassing,7,1.204,1.8
gassy,5,1.362,1.85
gastric,7,1.633,3
gastrointestinal,16,1,7.944
gastronomic,11,0.301,4.35
gastronomy,10,0.301,3.7
gasworks,8,0.903,3.55
gate,4,3.213,1.05
gatehouse,9,0.954,2.85
gatekeeper,10,1.556,4.15
gatepost,8,,3.7
gates,5,2.836,1.5
gateway,7,2.009,2.65
gateways,8,1,2.8
gather,6,2.903,1.8
gathered,8,2.692,1.9
gathering,9,2.569,2.4
gatherings,10,1.477,3.1
gathers,7,1.58,1.85
Gatlinburg,10,,4.9
gator,5,2.267,2
Gatsby,6,1.568,2.85
gaucho,6,1.462,2.9
gaud,4,,1.85
gaudy,5,1.342,1.9
gauge,5,2.053,1.8
gauged,6,0.301,1.85
Gaul,4,1.415,1.65
gaunt,5,0.954,1.7
gauntlet,8,1.602,3.1
Gauss,5,1.146,2
Gaussian,8,,2.9
gauze,5,1.869,1.85
gauzy,5,0.301,2
gave,4,4.094,1.2
gavel,5,1.602,1.8
gawk,4,1.23,1.9
gawky,5,1.176,2.05
gay,3,3.479,1.05
gaze,4,2.114,1.1
gazebo,6,1.672,2.8
gazed,5,1.38,1.65
gazelle,7,1.799,2.95
gazer,5,0.602,1.85
gazes,5,0.778,1.55
gazette,7,1.869,2.8
gazettes,8,0.301,3.3
gazing,6,1.623,1.7
gear,4,2.912,1.35
geared,6,1.255,1.75
gearing,7,1.398,1.55
gears,5,1.892,1.5
gecko,5,1.301,2.45
geese,5,1.914,2
geezer,6,1.845,2.15
Gehrig,6,,2.95
Geiger,6,2.013,2.2
geisha,6,2.167,3
gel,3,1.924,1.75
gelatin,7,1.415,2.8
gelatinous,10,1,3.75
gelding,7,1.342,1.95
gem,3,2.104,1.65
Gemini,6,1.643,2.85
gemlike,7,,2.9
gems,4,1.653,1.75
gender,6,2.158,1.65
genders,7,0.954,1.8
gene,4,2.872,1.75
genealogies,11,0.301,4.4
genealogy,9,1.342,3.6
general,7,3.77,2.2
generalities,12,1.079,3.7
generality,10,0.699,2.8
generalization,14,1,3.55
generalizations,15,0.477,4.4
generalize,10,0.699,2.75
generalized,11,0.699,3.15
generally,9,2.628,2.95
generals,8,2.316,2.55
general's,9,,
generate,8,2.097,2.2
generated,9,1.833,2.5
generates,9,1.431,2.5
generating,10,1.643,2.7
generation,10,2.792,2.4
generations,11,2.486,2.75
generation's,12,,
generative,10,0.301,2.75
generator,9,2.464,2.7
generators,10,1.94,3.1
generic,7,1.898,2.75
generosity,10,2.236,3.85
generous,8,2.931,2.8
generously,10,1.681,3.5
genes,5,2.17,1.85
genesis,7,2.013,2.8
genetic,7,2.587,2.7
geneticist,10,1.301,4.05
Geneva,6,2.316,2.8
Genevieve,9,,4
genial,6,1.041,1.9
geniality,9,0.301,2.8
genie,5,2.253,1.9
genital,7,1.447,2.45
genitalia,9,1.58,3.8
genius,6,3.249,2.35
geniuses,8,2.049,2.9
genocide,8,1.799,3.55
genre,5,1.74,1.85
genres,6,0.845,2.05
gent,4,1.919,1.35
genteel,7,1.462,2.9
gentile,7,1.431,2.1
gentiles,8,1,2.65
gentility,9,0.845,2.85
gentle,6,2.927,1.9
gentlefolk,10,0.477,4.55
gentleman,9,3.33,3.55
gentlemanly,11,1.342,4.6
gentlemen,9,3.896,3.45
gentleness,10,1.279,3.9
gentler,7,1.415,2.4
gentlewoman,11,0.954,4.65
gently,6,2.663,2.25
gentry,6,1.839,2.25
genuflect,9,0.778,3.8
genuflection,12,,3.95
genuine,7,2.622,2.75
genuinely,9,1.996,3.75
genus,5,1.204,1.8
geocentric,10,,3.75
geocentricism,13,,5
geographer,10,0.778,3.25
geographers,11,0.477,3.85
geographic,10,1.833,3.35
geographical,12,1.505,4.35
geographically,14,1.146,5.1
geography,9,2.072,3.3
geological,10,1.633,3.1
geologist,9,1.716,3.05
geologists,10,1.322,3.35
geology,7,1.681,2.65
geometric,9,1.38,3.2
geometrical,11,0.845,3.9
geometrically,13,0.778,4.15
geometry,8,1.978,3.55
geophysics,10,0.301,4.45
geopolitical,12,0.954,4.6
geopolitics,11,0.699,4.55
George,6,3.874,2.45
George's,8,,
Georgetown,10,,4.6
Georgetown's,12,,
Georgette,9,1.176,3.85
Georgia,7,2.963,3.2
Georgian,8,1.146,3.1
Georgians,9,,3.45
Georgia's,9,,
Gerald,6,2.322,2.65
Geraldine,9,,3.75
geranium,8,0.954,3.55
geriatric,9,1.447,3.8
germ,4,1.813,1.8
German,6,3.211,1.9
germane,7,0.954,2.55
Germanic,8,0.778,2.8
Germanized,10,,3.55
Germans,7,2.804,2.45
German's,8,,
Germany,7,2.845,2.55
Germany's,9,,
germicide,9,,3.75
germinal,8,0.477,2.75
germinate,9,0.301,2.75
germination,11,0.301,2.9
germs,5,2.19,1.85
Gerome,6,,2.5
gerrymander,11,,4.65
Gershwin,8,,3.85
Gershwins,9,,3.95
Gertrude,8,2.152,3.6
gerund,6,,2.6
gerundial,9,,3.8
gestalt,7,0.954,2.9
Gestapo,7,2.269,3.45
gestation,9,1.176,2.85
gesticulate,11,0.903,3.5
gesticulated,12,,3.65
gesticulating,13,0.602,4.4
gesticulation,13,,3.65
gesture,7,2.58,2.4
gestured,8,0.602,2.55
gestures,8,1.987,2.45
gesturing,9,0.477,2.75
get,3,5.369,1.2
getaway,7,2.295,2.85
gets,4,4.056,1.5
getting,7,4.393,1.65
Gettysburg,10,1.771,5.45
getup,5,1.643,2.6
geyser,6,1.079,2.55
geysers,7,0.602,2.85
Ghana,5,1.255,2
ghastly,7,2.029,2.7
gherkin,7,0.699,2.7
gherkins,8,0.778,2.95
ghetto,6,2.452,2.85
ghettos,7,1.079,3.05
ghost,5,3.271,1.9
ghosted,7,0.477,2.45
ghostlike,9,0.301,3.7
ghosts,6,2.857,1.9
ghoul,5,1.724,1.95
ghouls,6,1.681,2.35
giant,5,3.14,1.9
giants,6,2.35,2
gibber,6,0.477,2.1
gibberish,9,1.982,3.95
gibbon,6,1.114,2.75
gibe,4,0.477,1.9
gibes,5,0.602,1.85
giblet,6,0.778,2.05
Gibraltar,9,1.681,4.45
giddiness,9,0.699,3.15
giddy,5,1.964,1.95
gift,4,3.517,1.7
gifted,6,2.362,1.9
gifts,5,2.865,1.9
gig,3,2.757,1.55
gigantic,8,2.281,3.35
giggle,6,1.944,1.7
giggled,7,1.079,2.1
giggles,7,2.233,2.35
giggling,8,2.322,2.35
gigolo,6,1.924,2.95
Gilbert,7,2.471,2.75
gild,4,0.699,1.65
gilded,6,1.556,2
gill,4,1.944,1.15
Gillespie,9,,4.65
gilt,4,1,1.35
gimbaled,8,,2.95
gimme,5,2.993,2
gimmick,7,1.748,3.5
gin,3,2.76,1.25
ginger,6,2.516,1.75
gingerbread,11,1.532,4.55
gingerly,8,0.301,2.95
gingersnap,10,0.301,4.3
gingham,7,1,3.3
ginghams,8,,3.75
gingko,6,1.114,2.7
ginkgo,6,1,2.75
ginmill,7,,3.3
ginner's,8,,
ginning,7,0.477,1.65
gins,4,0.903,1.55
ginseng,7,1.322,2.9
Giovanni,8,,4
giraffe,7,1.887,3
gird,4,0.903,1.85
girders,7,0.903,2.25
girdle,6,1.903,2
girl,4,4.454,1.85
girlfriend,10,3.589,4.65
girlhood,8,0.602,3.9
girlish,7,1.38,2.75
girlishly,9,,3.75
girls,5,4.026,1.95
girl's,6,,
girth,5,1.362,1.9
gist,4,1.756,1.65
give,4,4.775,1.5
giveaway,8,1.613,3.5
giveaways,9,0.699,3.8
given,5,3.686,1.85
giver,5,1.778,1.65
givers,6,0.845,1.75
gives,5,3.517,1.5
giveth,6,1.301,2.6
giving,6,3.749,1.85
gizzard,7,1.38,2.9
glace,5,0.778,1.65
glacial,7,0.845,2.75
glacier,7,1.591,2.7
glaciers,8,0.954,2.85
glad,4,3.942,1.7
gladden,7,0.477,2.65
glade,5,1.322,1.65
gladiator,9,1.613,3.75
gladly,6,2.412,2.15
gladness,8,1.23,2.6
glamor,6,0.778,2.65
glamorize,9,0.301,3.7
glamorous,9,2.182,3.25
glance,6,2.245,1.8
glanced,7,1.518,1.85
glances,7,1.58,1.85
glancing,8,1.342,2.25
gland,5,1.892,1.75
glanders,8,,2
glands,6,1.924,1.85
glandular,9,1.146,3.8
glare,5,1.919,1.65
glared,6,0.954,1.75
glaring,7,1.362,1.8
glaringly,9,0.699,3.1
Glasgow,7,1.94,3.7
glass,5,3.491,1.75
glassblower,11,0.301,5.1
glasscutter,11,,4.95
glasses,7,3.228,1.85
glasshouse,10,0.301,3.8
glassless,9,,2.95
glassware,9,0.903,3.85
glassy,6,1.279,2
glaucoma,8,1.505,3.95
glaze,5,1.663,1.55
glazed,6,1.708,1.7
glazes,6,0.301,1.85
glazing,7,0.778,1.8
gleam,5,1.708,1.9
gleamed,7,0.602,1.95
gleaming,8,1.568,2
glean,5,0.477,1.75
gleaned,7,0.602,1.85
glee,4,1.771,1.8
gleeful,7,0.903,2.95
gleefully,9,0.845,3.55
glees,5,,1.9
glen,4,2.565,1.8
Glenn,5,,1.9
glib,4,1.623,2
glibly,6,0.602,2.55
glide,5,2.083,1.7
glided,6,0.845,1.8
glider,6,1.556,1.8
gliders,7,1.255,1.9
glides,6,0.954,1.7
glimmer,7,1.613,2.35
glimmering,10,0.778,3.3
glimpse,7,2.236,2.75
glimpsed,8,1.176,2.75
glimpses,8,1.255,2.85
glint,5,1.23,1.9
glinted,7,0.301,2
glinting,8,0.602,2
glisten,7,1.362,2.5
glistened,9,0.477,2.65
glistening,10,1.462,2.95
glitter,7,2.021,1.95
glittered,9,0.903,2.4
glittering,10,1.23,2.55
gloat,5,1.909,1.75
gloated,7,0.301,1.9
gloats,6,,1.9
global,6,2.508,2.45
globally,8,1.079,2.95
globe,5,2.426,1.85
globes,6,1.279,1.85
globetrotter,12,0.954,5.9
globular,8,0.845,2.85
globule,7,0.477,2.6
globulin,8,0.778,3.4
glockenspiel,12,1,6.05
gloom,5,1.778,1.8
gloomily,8,,3.3
gloomy,6,2.093,2
Gloria,6,2.818,2.65
glories,7,1.38,2.45
glorification,13,0.602,3.5
glorified,9,1.799,3.05
glorifies,9,0.477,3.35
glorify,7,1.301,2.8
glorious,8,2.677,2.85
gloriously,10,1.146,3.4
glory,5,3.04,1.95
glorying,8,0.301,2.85
gloss,5,1.875,1.7
glossary,8,0.477,3.5
glossed,7,0.602,2.05
glossy,6,1.398,2
glottal,7,0.301,2.9
Gloucester,10,1.633,3.95
glove,5,2.713,1.7
gloved,6,0.954,1.8
gloves,6,2.919,1.7
glow,4,2.468,1.6
glowed,6,1.204,1.75
glower,6,,1.7
glowered,8,,2.5
glowering,9,0.301,2.6
glowing,7,2.258,1.75
glows,5,1.633,1.65
glucose,7,1.869,3
glue,4,2.479,1.65
glued,5,2.064,1.95
glum,4,1.724,1.7
glumly,6,,2.45
glut,4,0.903,1.75
gluten,6,0.954,2.4
glutinous,9,0.301,3.4
glutted,7,0.301,1.95
glutton,7,1.505,2.6
gluttons,8,0.903,3
gluttony,8,1.279,3.45
glycerin,8,0.903,3.7
glycerine,9,0.477,3.75
glycerol,8,0.477,3.75
glycol,6,0.778,3.25
gnarled,7,0.602,2.35
gnash,5,0.778,1.95
gnashing,8,0.903,2.4
gnat,4,1.362,1.9
gnaw,4,1.301,1.95
gnawed,6,1.279,2
gnawing,7,1.342,2
gnome,5,1.518,1.95
gnomelike,9,,3.65
gnomes,6,1.322,2.1
go,2,5.287,1.35
goad,4,0.903,1.45
goaded,6,1,1.9
goal,4,2.932,1.7
goalie,6,1.869,2.5
goalkeeper,10,1.23,4.2
goalpost,8,1.146,3.75
goals,5,2.42,1.8
goat,4,2.731,1.45
goatee,6,1.74,2.35
goatherd,8,0.954,2.8
goat's,6,,
goatskin,8,0.602,3.6
gob,3,2.755,1.35
gobble,6,2.083,1.65
gobbled,7,1.041,1.75
gobbledygook,12,1.301,6.55
gobbler,7,1.23,1.8
gobblers,8,0.477,2.45
gobbles,7,0.699,1.75
goblet,6,1.301,2.1
goblin,6,1.69,2.6
gobs,4,1.079,1.65
god,3,4.663,1.3
godchild,8,0.477,3.75
goddaughter,11,1.204,4.6
goddess,7,2.651,2.85
godfather,9,2.446,3.65
godfearing,10,,3.75
godforsaken,11,1.881,5.5
godhead,7,0.602,2.8
godless,7,1.633,2.35
godlike,7,1.342,2.9
godliness,9,1.255,2.85
godly,5,1.204,1.95
godmother,9,1.919,3.75
godparent,9,0.699,3.85
gods,4,3.035,1.65
God's,5,,
godsend,7,1.663,2.85
godson,6,1.69,2.65
godspeed,8,1.833,3.5
goes,4,4.045,1.7
Goethe,6,1.279,2.7
Goethe's,8,,
goggle,6,1.447,1.7
goggles,7,2.033,2.35
gogo,4,1.415,1.95
going,5,5.035,1.85
goings,6,1.279,1.9
gold,4,3.605,1.35
golden,6,3.075,1.95
goldfinch,9,0.477,3.9
goldfish,8,2.193,3.4
