Word,Dom_PoS
firstling,Adjective
firstly,Adverb
firsts,Noun
firth,Noun
fiscal,Adjective
fiscally,Adverb
fish,Noun
fishback,Noun
fishbone,Name
fishbowl,Noun
fishbowls,Noun
fished,Verb
fisher,Name
fisherboy,Noun
fisherfolk,Noun
fisheries,Noun
fisherman,Noun
fishermen,Noun
fishers,Noun
fisherwoman,Noun
fishery,Noun
fishes,Noun
fisheye,Noun
fishhook,Noun
fishhooks,Noun
fishiest,Adjective
fishing,Noun
fishless,Adjective
fishman,Name
fishmeal,Noun
fishmonger,Noun
fishmongers,Noun
fishnet,Noun
fishnets,Noun
fishpond,Noun
fishpot,Noun
fishtail,Noun
fishtailing,Verb
fishwife,Noun
fishwives,Noun
fishy,Adjective
fisk,Name
fissile,Adjective
fission,Noun
fissionable,Adjective
fissure,Noun
fissures,Noun
fist,Noun
fisted,Adjective
fister,Name
fistfight,Noun
fistfights,Noun
fistful,Noun
fistfuls,Noun
fistic,Adjective
fisticuffs,Noun
fisting,Verb
fists,Noun
fistula,Noun
fisty,Noun
fit,Verb
fitch,Name
fitchee,Noun
fitchy,Name
fitful,Adjective
fitfully,Adverb
fitly,Adverb
fitness,Noun
fits,Verb
fitted,Verb
fitter,Adjective
fitters,Noun
fittest,Adjective
fitting,Verb
fittingly,Adverb
fittings,Noun
fitty,Noun
fitz,Name
five,Number
fivefold,Adverb
fiver,Noun
fivers,Noun
fives,Number
fivesome,Adjective
fix,Verb
fixable,Adjective
fixate,Verb
fixated,Verb
fixates,Verb
fixating,Verb
fixation,Noun
fixations,Noun
fixe,Noun
fixed,Verb
fixer,Noun
fixers,Noun
fixes,Verb
fixing,Verb
fixings,Noun
fixture,Noun
fixtures,Noun
fizz,Noun
fizzed,Verb
fizzes,Noun
fizzing,Verb
fizzle,Verb
fizzled,Verb
fizzles,Verb
fizzy,Adjective
fjord,Noun
fjords,Noun
fl,Noun
flab,Verb
flabbergasted,Adjective
flabby,Adjective
flaccid,Adjective
flack,Name
flacks,Noun
flaffer,Noun
flag,Noun
flagellant,Noun
flagellate,Verb
flagellation,Noun
flagellations,Noun
flageolet,Noun
flagged,Verb
flagging,Verb
flagman,Noun
flagon,Noun
flagons,Noun
flagpole,Noun
flagpoles,Noun
flagrant,Adjective
flagrante,Unclassified
flagrantly,Adverb
flags,Noun
flagship,Noun
flagstaff,Noun
flagstone,Noun
flagstones,Noun
flail,Noun
flailed,Verb
flailing,Verb
flails,Verb
flair,Noun
flak,Noun
flake,Noun
flaked,Verb
flakes,Noun
flakier,Adjective
flakiness,Noun
flaking,Verb
flaky,Adjective
flam,Verb
flamb,Verb
flambe,Noun
flamboyance,Noun
flamboyant,Adjective
flame,Noun
flamed,Verb
flamenco,Noun
flameout,Noun
flamer,Noun
flames,Noun
flamethrower,Noun
flamethrowers,Noun
flaming,Adjective
flamingo,Noun
flamingoes,Noun
flamingos,Noun
flammable,Adjective
flamming,Adjective
flams,Verb
flan,Noun
flanders,Name
flang,Verb
flange,Noun
flanged,Verb
flank,Noun
flanked,Verb
flanken,Name
flanker,Noun
flanking,Verb
flanks,Noun
flanky,Adjective
flannel,Noun
flannelmouth,Noun
flannels,Noun
flans,Noun
flap,Noun
flapdoodle,Noun
flapjack,Noun
flapjacks,Noun
flapped,Verb
flapper,Noun
flappers,Noun
flapping,Verb
flappy,Adjective
flaps,Noun
flare,Noun
flared,Verb
flares,Noun
flareup,Noun
flaring,Verb
flash,Noun
flashback,Noun
flashbacks,Noun
flashbulb,Noun
flashbulbs,Noun
flashcards,Noun
flashed,Verb
flasher,Noun
flashers,Noun
flashes,Noun
flashgun,Verb
flashiest,Adjective
flashiness,Noun
flashing,Verb
flashlamp,Noun
flashlight,Noun
flashlights,Noun
flashover,Noun
flashpoint,Noun
flashy,Adjective
flask,Noun
flasket,Name
flasks,Noun
flat,Noun
flatbed,Adjective
flatbeds,Noun
flatcar,Noun
flatcars,Noun
flatfish,Noun
flatfoot,Noun
flatfooted,Verb
flathead,Noun
flatheads,Noun
flatiron,Noun
flatland,Noun
flatlander,Noun
flatlanders,Noun
flatlands,Noun
flatly,Adverb
flatmate,Noun
flatmates,Noun
flatness,Noun
flats,Noun
flatted,Verb
flatten,Verb
flattened,Verb
flattening,Verb
flattens,Verb
flatter,Verb
flattered,Adjective
flatterer,Noun
flatterers,Noun
flatteries,Noun
flattering,Adjective
flatters,Verb
flattery,Noun
flattest,Adjective
flattop,Noun
flattops,Noun
flatulence,Noun
flatulent,Adjective
flatus,Adjective
flatware,Noun
flatwork,Noun
flatworm,Verb
flatworms,Noun
flaubert,Name
flaunt,Verb
flaunted,Verb
flaunters,Noun
flaunting,Verb
flaunts,Verb
flautist,Noun
flav,Noun
flavor,Noun
flavored,Verb
flavorful,Adjective
flavoring,Verb
flavorings,Noun
flavorless,Adjective
flavors,Noun
flavour,Noun
flavoured,Verb
flavouring,Noun
flavourings,Noun
flavours,Noun
flavoursome,Adjective
flaw,Noun
flawed,Adjective
flawless,Adjective
flawlessly,Adverb
flaws,Noun
flax,Name
flaxen,Noun
flaxman,Name
flaxseed,Noun
flay,Verb
flayed,Verb
flaying,Verb
flea,Noun
fleabag,Noun
fleabags,Noun
fleas,Noun
flechette,Noun
fleck,Noun
flecked,Verb
flecks,Noun
flection,Noun
fled,Verb
fledge,Verb
fledged,Verb
fledging,Adjective
fledgling,Adjective
flee,Verb
fleece,Noun
fleeced,Verb
fleeces,Verb
fleecing,Verb
fleecy,Noun
fleeing,Verb
fleer,Noun
flees,Verb
fleet,Noun
fleeting,Adjective
fleetingly,Adverb
fleetly,Adverb
fleetness,Noun
fleets,Noun
fleing,Name
fleming,Name
flemings,Name
flemish,Adjective
flenser,Noun
flensers,Noun
flensing,Verb
flesh,Noun
fleshed,Verb
fleshless,Adjective
fleshly,Adverb
fleshpot,Noun
fleshpots,Noun
fleshy,Adjective
fletch,Verb
fletcher,Name
fletchers,Name
fleur,Name
fleurette,Noun
fleury,Name
flew,Verb
flex,Verb
flexed,Verb
flexes,Verb
flexibility,Noun
flexible,Adjective
flexibly,Adverb
flexing,Verb
flexor,Noun
flexors,Noun
flexure,Noun
flibbertigibbet,Noun
flibbertigibbets,Noun
flick,Noun
flicked,Verb
flicker,Noun
flickered,Verb
flickering,Verb
flickers,Noun
flicking,Verb
flicks,Verb
flics,Noun
flied,Verb
flier,Noun
fliers,Noun
flies,Noun
fliest,Adjective
flight,Noun
flightless,Adjective
flights,Noun
flighty,Adjective
flimflam,Noun
flimflammed,Verb
flimflammery,Noun
flimflamming,Verb
flimsier,Noun
flimsies,Noun
flimsiest,Adjective
flimsy,Adjective
flinch,Verb
flinched,Verb
flincher,Noun
flinches,Verb
flinching,Verb
flinders,Name
fling,Noun
flinger,Name
flingers,Noun
flinging,Verb
flings,Verb
flint,Name
flintlock,Noun
flints,Noun
flintstone,Name
flinty,Noun
flip,Verb
flippancy,Noun
flippant,Adjective
flippantly,Adverb
flipped,Verb
flipper,Noun
flippers,Noun
flipping,Adjective
flips,Verb
flirt,Verb
flirtation,Noun
flirtations,Noun
flirtatious,Adjective
flirted,Verb
flirter,Noun
flirting,Verb
flirts,Verb
flirty,Adjective
flit,Verb
flitted,Verb
flitter,Noun
flittering,Verb
flitting,Verb
flitty,Adjective
flivver,Noun
flix,Verb
fll,Noun
flo,Name
float,Verb
floatability,Noun
floatation,Noun
floated,Verb
floater,Noun
floaters,Noun
floating,Verb
floats,Noun
floaty,Adjective
flocculation,Noun
flock,Noun
flocked,Verb
flocking,Verb
flocks,Noun
floe,Noun
floes,Noun
flog,Verb
flogged,Verb
flogger,Name
flogging,Verb
floggings,Noun
flood,Noun
flooded,Verb
floodgate,Noun
floodgates,Noun
flooding,Verb
floodlight,Noun
floodlights,Noun
floodplain,Noun
floods,Noun
floodwater,Noun
flooey,Noun
floor,Noun
floorboard,Noun
floorboards,Noun
floored,Verb
flooring,Noun
floorman,Noun
floors,Noun
floorshow,Noun
floorwalker,Noun
floorwalkers,Noun
floozie,Noun
floozies,Noun
floozy,Noun
flop,Noun
flophouse,Noun
flophouses,Noun
flopped,Verb
flopper,Noun
flopping,Verb
floppy,Adjective
flops,Noun
flor,Noun
flora,Name
floral,Adjective
floreat,Noun
florence,Name
florentine,Noun
flores,Unclassified
florescence,Noun
florescent,Adjective
florets,Noun
florette,Name
floribunda,Adjective
florid,Adjective
florida,Name
floridian,Noun
floridians,Noun
floridly,Adverb
florin,Noun
florins,Noun
florist,Noun
florists,Noun
floss,Verb
flossed,Verb
flosser,Noun
flosses,Verb
flossie,Name
flossing,Verb
flossy,Name
flotation,Noun
flotilla,Noun
flotsam,Noun
flounce,Verb
flounces,Noun
flouncing,Verb
flouncy,Noun
flounder,Noun
floundered,Verb
floundering,Verb
flounders,Noun
flour,Noun
flourescent,Adjective
flourish,Verb
flourished,Verb
flourishes,Noun
flourishing,Verb
flourless,Adjective
flours,Noun
floury,Adjective
flout,Verb
flouted,Verb
flouting,Verb
flouts,Verb
flow,Noun
flowcharting,Noun
flowed,Verb
flower,Noun
flowerbed,Adjective
flowerbeds,Noun
flowered,Adjective
flowering,Adjective
flowerless,Adjective
flowerpot,Noun
flowerpots,Noun
flowers,Noun
flowery,Adjective
flowing,Verb
flown,Verb
flows,Verb
flowstone,Noun
flu,Noun
flub,Noun
flubbed,Verb
flubdubbery,Noun
flubs,Noun
fluctuant,Adjective
fluctuate,Verb
fluctuates,Verb
fluctuating,Adjective
fluctuation,Noun
fluctuations,Noun
flue,Noun
fluence,Noun
fluent,Adjective
fluently,Adverb
fluey,#N/A
fluff,Noun
fluffed,Verb
fluffer,Noun
fluffier,Adjective
fluffing,Verb
fluffs,Verb
fluffy,Adjective
fluid,Noun
fluidity,Noun
fluidly,Adverb
fluids,Noun
fluke,Noun
flukes,Noun
flumadiddle,Verb
flume,Noun
flummox,Noun
flummoxed,Adjective
flumps,Verb
flung,Verb
flunk,Verb
flunked,Verb
flunkey,Adjective
flunkies,Noun
flunking,Verb
flunks,Verb
flunky,Adjective
fluoresce,Verb
fluorescein,Noun
fluorescent,Adjective
fluoresces,Verb
fluoridated,Adjective
fluoridation,Noun
fluoride,Noun
fluorine,Adjective
fluorite,Noun
fluorocarbon,Noun
fluorocarbons,Noun
fluorometer,Adjective
fluoroscope,Noun
fluoroscoped,Verb
fluoroscoping,Verb
fluorspar,Noun
flurries,Noun
flurry,Noun
flus,Noun
flush,Verb
flushed,Verb
flusher,Noun
flushes,Verb
flushing,Verb
fluster,Noun
flustered,Verb
flustering,Verb
flute,Noun
flutes,Noun
flutist,Noun
flutter,Verb
fluttered,Verb
fluttering,Verb
flutters,Verb
fluttery,Adjective
flux,Noun
fly,Verb
flyable,Adjective
flyaway,Adjective
flyboy,Noun
flyby,Noun
flybys,Noun
flycatcher,Noun
flyer,Noun
flyers,Noun
flyflap,Verb
flying,Verb
flyleaf,Noun
flyleaves,Noun
flyover,Noun
flyovers,Noun
flypaper,Noun
flyspeck,Noun
flyspecked,Adjective
flyspecks,Noun
flyswatter,Noun
flyte,Name
flytrap,Noun
flyweight,Noun
flywheel,Name
fm,Noun
fn,Name
fo,Noun
foal,Noun
foaled,Verb
foals,Noun
foam,Noun
foamed,Adjective
foaming,Verb
foams,Noun
foamy,Noun
fob,Noun
fobbed,Verb
fobs,Noun
focal,Adjective
foci,Noun
focus,Verb
focused,Verb
focuses,Verb
focusing,Verb
focussed,Adjective
focusses,Verb
fod,Name
fodder,Noun
foder,Verb
foe,Noun
foes,Noun
foetal,Adjective
foetus,Noun
foetuses,Noun
fog,Noun
fogbound,Noun
foge,Noun
fogey,Noun
fogged,Verb
fogger,Noun
foggers,Name
foggiest,Adjective
fogginess,Noun
fogging,Verb
foggy,Adjective
foghorn,Noun
foghorns,Noun
fogies,Noun
fogs,Noun
fogy,Noun
foh,Name
foible,Noun
foibles,Noun
foil,Noun
foiled,Verb
foiling,Verb
foils,Verb
foining,Adjective
foist,Noun
foisted,Verb
foisting,Verb
fokker,Noun
fol,Verb
folacin,Noun
folate,Verb
fold,Verb
folded,Verb
folder,Noun
folderol,Noun
folderols,Noun
folders,Noun
folding,Verb
foldout,Noun
folds,Noun
fole,Name
foliage,Noun
folic,Adjective
folie,Noun
folies,Name
folio,Noun
folios,Noun
folk,Noun
folklore,Noun
folkloric,Adjective
folks,Noun
folksingers,Noun
folksinging,Adjective
folksong,Noun
folksy,Adjective
folktale,Noun
folktales,Noun
folky,Adjective
foll,Noun
folles,Noun
follicle,Noun
follicles,Noun
follicular,Adjective
folliculitis,Noun
follies,Noun
follow,Verb
followed,Verb
follower,Noun
followers,Noun
followeth,Verb
following,Verb
followings,Noun
follows,Verb
folly,Noun
folsom,Name
foment,Noun
fomenting,Verb
fon,Noun
fond,Adjective
fondant,Noun
fonder,Adjective
fondest,Adjective
fondle,Verb
fondled,Verb
fondling,Verb
fondly,Adverb
fondness,Noun
fondon,#N/A
fondu,Noun
fondue,Noun
fono,Noun
font,Noun
fontanel,Name
fontanelle,Name
fontina,Noun
fonts,Noun
foo,Name
food,Noun
foodie,Noun
foodies,Name
foodless,Adjective
foods,Noun
foodstuff,Verb
foodstuffs,Noun
foody,Adjective
foofaraw,Noun
fool,Noun
fooled,Verb
fooler,Noun
foolery,Noun
foolhardy,Adjective
fooling,Verb
foolish,Adjective
foolishly,Adverb
foolishness,Noun
foolproof,Adjective
fools,Noun
foolscap,Noun
foot,Noun
footage,Noun
football,Noun
footballer,Noun
footballers,Noun
footballs,Noun
footbath,Noun
footboard,Noun
footbridge,Noun
footed,Verb
footer,Noun
footfall,Noun
footfalls,Noun
footgear,Noun
foothill,Name
foothills,Noun
foothold,Noun
footing,Noun
footings,Noun
footlight,Name
footlights,Noun
footling,Adjective
footlocker,Noun
footlockers,Noun
footloose,Adjective
footman,Noun
footmark,Noun
footmarks,Noun
footmen,Noun
footnote,Noun
footnoted,Verb
footnotes,Noun
footpad,Noun
footpads,Noun
footpath,Noun
footpaths,Noun
footplate,Noun
footprint,Noun
footprints,Noun
footrace,Noun
footrest,Noun
footrests,Noun
footrope,Noun
foots,Verb
footsie,Noun
footsies,Noun
footslogger,Noun
footsoldiers,Noun
footstep,Noun
footsteps,Noun
footstone,Noun
footstool,Noun
footsy,Adjective
footwear,Noun
footweary,Noun
footwork,Noun
footy,Adjective
fop,Noun
foppery,Noun
foppish,Adjective
foppishness,Noun
fops,Noun
for,Preposition
fora,Noun
forage,Verb
foragers,Noun
foraging,Verb
foramen,Noun
foramina,Noun
foraminifera,Noun
forasmuch,Verb
foray,Noun
forays,Noun
forbad,Verb
forbade,Verb
forbar,Noun
forbear,Verb
forbearance,Noun
forbearers,Noun
forbearing,Verb
forbears,Noun
forbid,Verb
forbidden,Verb
forbidding,Adjective
forbids,Verb
forbore,Verb
force,Noun
forceable,Adjective
forced,Verb
forceful,Adjective
forcefully,Adverb
forceps,Noun
forces,Noun
forcible,Adjective
forcibly,Adverb
forcing,Verb
ford,Name
forded,Verb
fordo,Noun
fords,Name
fore,Noun
forearm,Noun
forearmed,Adjective
forearms,Noun
forebear,Verb
forebears,Noun
foreboding,Noun
forebrain,Noun
forecast,Noun
forecasted,Verb
forecasters,Noun
forecasting,Verb
forecastle,Verb
forecastles,Noun
forecasts,Noun
foreclose,Verb
foreclosed,Verb
forecloses,Verb
foreclosing,Verb
foreclosure,Noun
foreclosures,Noun
forecourt,Noun
foredeck,Noun
foredoomed,Adjective
forefather,Noun
forefathers,Noun
forefinger,Noun
forefingers,Noun
forefront,Noun
forego,Verb
foregoing,Adjective
foregone,Adjective
foreground,Noun
forehand,Adjective
forehead,Noun
foreheads,Noun
foreign,Adjective
foreigner,Noun
foreigners,Noun
foreignly,Adverb
foreignness,Noun
foreigns,Noun
foreknowledge,Noun
foreleg,Noun
forelegs,Verb
forelimb,Noun
forelock,Noun
foreman,Noun
foremast,Noun
foremen,Noun
foremost,Adjective
forensic,Adjective
forensically,Adverb
forensics,Noun
forepaw,Noun
foreperson,Name
foreplay,Noun
forerunner,Noun
fores,Noun
foresail,Noun
foresaw,Verb
foresee,Verb
foreseeable,Adjective
foreseeing,Verb
foreseen,Verb
foreshadow,Verb
foreshadowing,Verb
foresheet,Noun
foresheets,Noun
foreshock,Noun
foreshortened,Adjective
foreshortening,Verb
foresight,Noun
foresightedness,Noun
foreskin,Noun
foreskins,Noun
forest,Noun
forestall,Verb
forestalled,Verb
forestation,Noun
forestay,Noun
forested,Adjective
forester,Noun
foresters,Noun
forestology,Noun
forestry,Noun
forests,Noun
foreswear,Verb
foresworn,Adjective
foret,Noun
foretaste,Noun
foretell,Verb
foreteller,Name
foretelling,Noun
foretells,Verb
forethink,Verb
forethought,Noun
foretold,Verb
foretop,Noun
foretopman,Noun
forever,Adverb
forevermore,Noun
forevers,Noun
forewarn,Verb
forewarned,Verb
forewarning,Verb
forewoman,Noun
foreword,Noun
forewords,Noun
foreyard,Noun
forfeit,Verb
forfeited,Verb
forfeiting,Verb
forfeits,Verb
forfeiture,Noun
forfend,Verb
forgathering,Verb
forgave,Verb
forge,Verb
forged,Verb
forger,Noun
forgeries,Noun
forgers,Noun
forgery,Noun
forges,Verb
forget,Verb
forgetful,Adjective
forgetfulness,Noun
forgetness,Noun
forgets,Verb
forgettable,Adjective
forgetting,Verb
forging,Verb
forgivable,Adjective
forgive,Verb
forgiven,Verb
forgiveness,Noun
forgiver,Noun
forgives,Verb
forgiving,Adjective
forgo,Verb
forgoing,Verb
forgone,Verb
forgot,Verb
forgotten,Verb
forhow,Noun
forint,Noun
forints,Noun
fork,Noun
forked,Adjective
forkful,Adjective
forking,Verb
forklift,Noun
forklifts,Noun
forks,Noun
forlorn,Adjective
forlornly,Adverb
form,Noun
forma,Noun
formable,Adjective
formal,Adjective
formaldehyde,Noun
formalin,Noun
formalism,Noun
formalities,Noun
formality,Noun
formalize,Verb
formalized,Verb
formalizing,Verb
formally,Adverb
formals,Noun
format,Noun
formation,Noun
formations,Noun
formative,Adjective
formats,Noun
formatted,Verb
formatters,#N/A
formatting,Verb
forme,Noun
formed,Verb
former,Determiner
formerly,Adverb
formfitting,Adjective
formic,Adjective
formica,Noun
formidable,Adjective
formidably,Adverb
formin,Noun
forming,Verb
formless,Adjective
formly,Adverb
forms,Noun
formula,Noun
formulae,Noun
formulaic,Adjective
formularies,Noun
formulary,Adjective
formulas,Noun
formulate,Verb
formulated,Verb
formulates,Verb
formulating,Verb
formulation,Noun
formulations,Noun
formy,Adjective
fornicate,Verb
fornicated,Verb
fornicates,Noun
fornicating,Verb
fornication,Noun
fornications,Noun
fornicator,Noun
fornicators,Noun
forsake,Verb
forsaken,Verb
forsakes,Verb
forsaking,Verb
forsee,Noun
forseen,Adjective
forsook,Verb
forsooth,Noun
forswear,Verb
forswore,Verb
forsworn,Adjective
fort,Name
forte,Noun
fortescue,Verb
forth,Adverb
forthcoming,Adjective
forthright,Adjective
forthrightly,Adverb
forthrightness,Noun
forthtell,Noun
forthwith,Adverb
fortier,Name
forties,Number
fortieth,Number
fortification,Noun
fortifications,Noun
fortified,Verb
fortifies,Verb
fortify,Verb
fortifying,Verb
fortin,Name
fortiori,Adverb
fortis,Unclassified
fortissimo,Adverb
fortitude,Noun
fortnight,Noun
fortnightly,Adverb
fortran,Name
fortress,Noun
fortressed,Adjective
fortresses,Noun
forts,Noun
fortuitous,Adjective
fortuitously,Adverb
fortunate,Adjective
fortunately,Adverb
fortune,Noun
fortunes,Noun
fortuneteller,Noun
fortunetellers,Noun
fortunetelling,Noun
forty,Number
fortyish,Verb
forum,Noun
forums,Noun
forward,Adverb
forwarded,Verb
forwarder,Noun
forwarding,Adjective
forwards,Adverb
forwork,Noun
foss,Name
fossa,Noun
fosse,Name
fossil,Noun
fossilised,Adjective
fossilization,Noun
fossilized,Adjective
fossils,Noun
foster,Name
fostered,Verb
fostering,Noun
fosters,Verb
fot,Verb
fou,Noun
fought,Verb
foul,Adjective
foulard,Noun
fouled,Verb
fouler,Adjective
foulest,Adjective
fouling,Verb
foully,Adverb
foulness,Noun
fouls,Noun
